Event Name,Start Date & Time,End Date & Time,Address,Phone,Email,Image
Rooted & Grounded Jazz Dance with Iris Rosa,"07/11/2024 - 6, EDT","07/11/2024 - 9pm, EDT","1145 East 22nd Street #Suite 201 Indianapolis, IN 46202 United States",,info@irisrosadance.com,https://storage.googleapis.com/boroom.appspot.com/events/75401e64ce46258f4b86d993c9b1a3b5.png
Celebrating Black Philanthropy Month Featuring Valaida Fullwood,"08/16/2024 - 11:30am, EDT","08/16/2024 - 1pm, EDT","6601 Euclid Avenue Cleveland, OH 44103 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/acc0375b7467d51bca99242d744b267b.png
Michael Harriot Author Talk and Book Signing,"07/29/2024 - 6, CDT","07/29/2024 - 9pm, CDT","1030 Elysian Fields Avenue New Orleans, LA 70117 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ae6bee7b27ab9f964315e4cdc9b150a8.png
"Traci's B.I.O.presents ""Paint The Streets Pink""2nd Cancer Awareness 5k Walk","10/13/2024 - 7am, EDT","10/13/2024 - 4pm, EDT","30 Nth Lansdowne Ave Lansdowne, PA 19050 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/8c1cc55cadf63f1d61e3bf0bf4ec3af0.png
Rick Estrin & the Nightcats,"09/06/2024 - 7, EDT","09/06/2024 - 9pm, EDT","443 Burnet Avenue Syracuse, NY 13203 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/0211907d9b50c09d6bd113f9b36123cf.png
2024 Youth Media Academy for Peace and Social Justice,"07/08/2024 - 10am, EDT","07/08/2024 - 1pm, EDT","9400 Piscataway Road Clinton, MD 20735 United States",,Learning@BlackWritersforPeace.org,https://storage.googleapis.com/boroom.appspot.com/events/d234173f8b16ca671de3394cafaeedc0.png
Clay Cane presents 'The Grift',"07/05/2024 - 7, PDT","07/05/2024 - 8:30pm, PDT","6504 20th Ave NE Seattle, WA 98155 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c9c5d260532cb81a7ae203c535835958.png
Shrine of the Black Madonna,"08/03/2024 - 11am, EDT","08/03/2024 - 12:30pm, EDT","946 Ralph David Abernathy Boulevard Southwest Atlanta, GA 30310 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b2b7a611a4546cf0a00f288804c147e1.png
LATE: a Love Story Experience at Unitarian Universalist Church,"07/13/2024 - 2, CDT","07/13/2024 - 5pm, CDT","3921 Broadmor Road Northwest Huntsville, AL 35810 United States",720-609-9069,,https://storage.googleapis.com/boroom.appspot.com/events/512f51557455bd462068a74ea7eafb4e.png
EmpowerHer Harmony : Women Mental Health Support Group,"07/13/2024 - 5, EDT","07/13/2024 - 7pm, EDT","6624 Jimmy Carter Blvd Suite A Peacchtree Corners, GA 30071 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/8078c68cf8fdc6971f50f2a756f58ae8.png
Detroit Historical Church Photo Tours 4th in Series - Underground Railroad,"08/24/2024 - 10:30am, EDT","08/24/2024 - 2:30pm, EDT","Detroit Detroit, MI United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ba925208b0c89cc04dddc15740ca2b16.png
WAA REEM International African Fashion & Music Week - 2024 Edition / Day 1,"09/21/2024 - 10:30am, PDT","09/21/2024 - 11pm, PDT","10 S Van Ness Ave San Francisco, CA 94103 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/4d7ed5691ed17227d8f39205e695ba90.png
Live At The Club Riviera,"07/12/2024 - 7, CDT","07/12/2024 - 9:30pm, CDT","1407 N Taylor Ave Saint Louis, MO 63113 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/6d84934c80641c94a63ea321d16b3067.png
Guest Lecture: Dr. Adam Domby,"07/11/2024 - 6:30pm, EDT",,"1002 Victory Drive Columbus, GA 31901 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1fcc99c6c69c0105b85d5c2cbcd28ecb.png
Archdiocese of Detroit Black Catholic Women’s Conference,"08/10/2024 - 8am, EDT","08/10/2024 - 4pm, EDT","2701 Chicago Boulevard Detroit, MI 48206 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7d8022d00d7e48ee92d3413e5ae243ae.png
Karen Collins Presents: A Black Velvet Christmas at the Bessie,"12/15/2024 - 6, EST","12/15/2024 - 9:30pm, EST","200 East Martin Luther King Boulevard Chattanooga, TN 37403 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/69ee55af1058b70a39ae2dddfd663e9a.png
Southern Rounds,"07/10/2024 - 6pm, CDT",,"1808 West End Avenue #2nd Floor Nashville, TN 37203 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/60f68c92c45b6c39742178599fae4adf.png
*Change In The Air Festival - 2024!*,"10/05/2024 - 12, EDT","10/05/2024 - 5pm, EDT","470 James Street New Haven, CT 06513 United States",,info@changeintheairfest.com,https://storage.googleapis.com/boroom.appspot.com/events/c99d800aafdd251921794b0a25c2ea8a.png
Figures in Color: family-friendly watercolor figure painting workshop,"08/10/2024 - 1, EDT","08/10/2024 - 3pm, EDT","551 South Tryon Street Charlotte, NC 28202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1971bb1577c548ab367698a4661d1248.png
Auntie Ruby's Daughters Foundation 3rd Annual 5k Run/Walk,"09/28/2024 - 9am, PDT",,"5409-5675 South Fairfax Avenue Ladera Heights, CA 90056 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c3bf7547b1023237aadfa76a6b99d662.png
"The NAACP Garland, Texas Unit's Annual Freedom Fund Brunch & Silent Auction","09/14/2024 - 10am, CDT","09/14/2024 - 12pm, CDT","5101 North President George Bush Highway Garland, TX 75040 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/037a9ea94b9b36a5d82577d8d3c4d7fb.png
Black Health Connect: New York - Q3 2024 MIXER + EXPO (NMA Conference Wknd),"08/02/2024 - 5pm, EDT",,"621 West 46th Street New York, NY 10036 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/808a543776d52868b8367061252347f7.png
Charlotte Power Networking TopGolf Event,"07/10/2024 - 6:30, EDT","07/10/2024 - 9:30pm, EDT","9110 Drivers Way Charlotte, NC 28262 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/895826b44abafb2d2f157859bfc6ffba.png
Read Freely Book Club - Victory. Stand!: Raising my fist for justice,"07/25/2024 - 5, MDT","07/25/2024 - 6pm, MDT","223 North 6th Street ## 110 Boise, ID 83702 United States",,rdbooksevents@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/5c470505a06ddd0fc5b7fb949f2cc914.png
Join Us on a Culinary Journey Through Global Africa with A Taste of AfriKin,"09/01/2024 - 5, EDT","09/01/2024 - 9pm, EDT","1600 Northeast 126th Street North Miami, FL 33181 United States",305.900.5523,,https://storage.googleapis.com/boroom.appspot.com/events/87da37aa91e8f8c1d15dfff3de7a1afc.png
2024 Southern CA WMU Regional Missions Discipleship Training Event,"07/20/2024 - 8am, PDT","07/20/2024 - 3pm, PDT","210 North Garfield Avenue Alhambra, CA 91801 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1c8165bba4dfc6569b078353b239f532.png
Pure Saturdays @ Pure Lounge | 2 for 1 Drink Special,"07/06/2024 - 6pm, EDT","07/07/2024 - 1am, EDT","1326 U Street Northwest Washington, DC 20009 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a6ff12c2ff9377ea1ead979567850119.png
"SHE Day 2024 - ""Sisters Health Empowered""","07/13/2024 - 9:30am, CDT","07/13/2024 - 1pm, CDT","Madrigrano Conference Ctr - Haribo Hall 3520 30th Avenue Kenosha, WI 53144 United States",262.488-7465,sewisconsin@sistersnetworkinc.org,https://storage.googleapis.com/boroom.appspot.com/events/558fb58c4bb1713103489df0d64e1a99.png
Embracing Womanhood with Resilience and Grace,"07/20/2024 - 10am, EDT","07/20/2024 - 2pm, EDT","653 8th Street West Jacksonville, FL 32209 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7ca286f2d7db03d6f8f9a1b84ee8a3cc.png
Free Lunch - Surviving Immigration (Docu-Drama) Screening,"10/12/2024 - 6, CDT","10/12/2024 - 8pm, CDT","2749 Winnetka Ave N Plymouth, MN 55427 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/01d8a12673879070d75195f5c2dc4b8a.png
L.E.T.S. Save Lives,"09/21/2024 - 12, EDT","09/21/2024 - 2pm, EDT","2310 Cortelyou Road Brooklyn, NY 11226 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/666f2aebab9e7ad4694c7a046ad2025f.png
"Women's Health Workshop: Life's Course - The Load, The Impact","07/18/2024 - 10am, EDT","07/18/2024 - 12pm, EDT","5644 Colcord Avenue Jacksonville, FL 32211 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c7abdb780514f3bf671aba0b0dd890b4.png
Poetry Under the Stars,"07/13/2024 - 7, EDT","07/13/2024 - 10pm, EDT","411 3rd Avenue Johnstown, PA 15906 United States",814-535-2020,,https://storage.googleapis.com/boroom.appspot.com/events/0fcb41e10db30d160809d1d401e7dd33.png
Hiking For Hope Kings Hike Too!,"08/04/2024 - 9:30am, EDT","08/04/2024 - 2pm, EDT","500 South Bethlehem Pike Site:  MHL-1 Site Type: Pavilions Loop: Militia Hill Fort Washington, PA 19034 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c8d53e53f5516cd9cd85986d61aa3878.png
Ten Broeck Mansion Tour,"07/05/2024 - 1, EDT","07/05/2024 - 1:50pm, EDT","9 Ten Broeck Place Albany, NY 12210 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/9ceb1d31598410f9f231ba2c76db5178.png
Amanda Bellows | The Explorers,"08/09/2024 - 6, MDT","08/09/2024 - 7:30pm, MDT","1511 South 1500 East Salt Lake City, UT 84105 United States",801-484-9100,,https://storage.googleapis.com/boroom.appspot.com/events/360d6530a875da16c933fa070717e6d9.png
Donnieville’s “Heart My Community” Health & Wellness Day 2024,"11/09/2024 - 10am, EST","11/09/2024 - 4pm, EST","3198 Bouldercrest Road Ellenwood, GA 30294 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/cf3d32d5af558084f92b169c7781c84a.png
Black Faces & Black Voices: Unity Dinner,"07/30/2024 - 6, EDT","07/30/2024 - 8pm, EDT","124 North 1st Street Louisville, KY 40202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f853fddb3455a7cb1ac4dc9107d4e3df.png
Gullah Geechee Dinner Party,"07/19/2024 - 4, EDT","07/19/2024 - 7pm, EDT","15 Island Inn Road Oak Bluffs, MA 02568 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7ffffc04eb526b643699513d2a1f7861.png
The Royal Harlem Renaissance Fashion Show,"11/09/2024 - 7, EST","11/09/2024 - 9pm, EST","181 West Main Avenue Gastonia, NC 28052 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2c240514b9cc530368d9c9b085616bd9.png
Built from the Fire: The Epic Story of ...BLACK WALL STREET,"07/25/2024 - 7, CDT","07/25/2024 - 9pm, CDT","1640 South Lindbergh Boulevard St. Louis, MO 63131 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5dc45b6c1fb3a8932163d26bafbf9330.png
Collaging Memory: A Reflective Writing Workshop on Grief and Remembrance,"08/04/2024 - 6:30, EDT","08/04/2024 - 8pm, EDT","1801 E Street Southeast Washington, DC 20003 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a7c7b005b63b960d2115f21faf3fc599.png
"2024 CHARLOTTE, NC COMMENCEMENT & PRESIDENTIAL AWARD","08/17/2024 - 2, EDT","08/17/2024 - 6pm, EDT","3400 Beatties Ford Road Charlotte, NC 28216 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/22bd8375154e5b6bcf491591bf7ee494.png
BOOK LAUNCH: BEYOND POLICING w/ PHILIP V. McHARRIS & THENJIWE McHARRIS,"08/02/2024 - 6pm, EDT",,"320 West 37th Street New York, NY 10018 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/74dc6b71f9742ffebe908b7ff9f8b46a.png
Docent Tour: Simone Leigh,"07/27/2024 - 2, PDT","07/27/2024 - 3pm, PDT","600 State Drive Los Angeles, CA 90037 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/111946c293693df9728f68d424de0744.png
"Newport Live and  Norman Bird Present Naledi, Jazz From South Africa","08/09/2024 - 7, EDT","08/09/2024 - 9:30pm, EDT","583 3rd Beach Road Middletown, RI 02842 United States",400-2774,,https://storage.googleapis.com/boroom.appspot.com/events/dc72ff0f74ad0e15928cc975685096e6.png
DMV Made Festival,"07/27/2024 - 1, EDT","07/27/2024 - 7:30pm, EDT","50 14th Street Southwest Washington, DC 20004 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/6e000073f00a59494e5b65b4ec5448e2.png
African Diaspora International Film Festival DC,"08/02/2024 - 1, EDT","08/02/2024 - 10pm, EDT","Cloyd Heck Marvin Center 800 21st Street Northwest Washington, DC 20052 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1645fcb84627191cd7a6ed737b0aa6fd.png
International Colloquium on Black Males in Education (ICBME),"10/23/2024 - 9am, EDT","10/25/2024 - 1:30pm, EDT","745 Grant Street Pittsburgh, PA 15219 United States",,,
Khool Whips Classic Car Club Showcase at Ellis Park,"07/27/2024 - 12, CDT","07/27/2024 - 4pm, CDT","3520 South Cottage Grove Avenue Enter event at 37th and Vincennes Ave. Chicago, IL 60653 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2a7c4b2bb4213644126b59c5570a34a9.png
Second annual Foundation of Self Love Retreat,"10/26/2024 - 3pm, EDT","10/28/2024 - 11am, EDT","Pr Atlanta, GA 30311 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1dbbfff82e4f05bf0d7ee5110719ca6e.png
Soul Care Summer: Scents & Sounds (A Heart Space Atlanta Event),"07/30/2024 - 6, EDT","07/30/2024 - 8pm, EDT","135 Auburn Avenue Northeast #Suite 201 Atlanta, GA 30303 United States",,,
July Day 1: SOAL Hands-On Cemetery Restoration,"07/19/2024 - 12, EDT","07/19/2024 - 8pm, EDT","201 South 30th Street Penbrook, PA 17103 United States",,,
Young Ladies: Changing Our Narratives,"07/27/2024 - 1, PDT","07/27/2024 - 4pm, PDT","650 East Manchester Boulevard Inglewood, CA 90301 United States",,,
"WAA REEM International, The African Movies Day - 2024 Edition / Day 2","09/22/2024 - 10am, PDT","09/22/2024 - 3pm, PDT","10 S Van Ness Ave San Francisco, CA 94103 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2a2cd8dda32448e24a02f5ef83f7ce22.png
Albert C.  Spurlock Golf Tournament 2024,"07/13/2024 - 9am, EDT","07/13/2024 - 2pm, EDT","8220 S. Tibbs Ave. Indianapolis, IN 46217 United States",317-514-7476,akhart317@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/5666466967579ed7fbbae5d4dc2e2852.png
Bright Kids,"04/23/2024 - 4pm, EDT","07/30/2024 - 7pm, EDT","Grant Park Atlanta, GA United States",,,https://storage.googleapis.com/boroom.appspot.com/events/0cb640c056d347ed95fa6fac84322d72.png
NEW San Antonio Black History Bus Tour - Denver Heights,"08/03/2024 - 1, CDT","08/03/2024 - 3pm, CDT","3350 East Commerce Street San Antonio, TX 78220 United States",560-3622,melaneyes3@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/368151b21af7166a9d1dbad49a7a2feb.png
Essence of Soul International Music and Film Festival,"10/19/2024 - 10am, PDT","10/19/2024 - 11:30pm, PDT","525 North Center Street Stockton, CA 95202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7b1fb1a1b335550c9d4e8506abc241b1.png
Bison on the Vineyard 2024 General Registration **Early Bird Special**,"08/14/2024 - 7:30am, EDT","08/18/2024 - 2pm, EDT","Oak Bluffs Oak Bluffs, MA United States",,Shirwee@aol.com,https://storage.googleapis.com/boroom.appspot.com/events/c740a6c5da40c1a72f428aa2ec29394e.png
AARLCC General Membership Meeting,"08/07/2024 - 10am, EDT","08/07/2024 - 12pm, EDT","North Mangonia Drive West Palm Beach, FL 33401 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/0952783bb77d60435bf69bfadef3096b.png
"3rd Annual AfroFest -A Celebration of African Culture, Music, and Community","08/03/2024 - 6, EDT","08/03/2024 - 10pm, EDT","705 North Illinois Street Indianapolis, IN 46204 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ec6f626512814436f197e2c1789710b1.png
Rhythm World Open Rehearsal,"07/13/2024 - 6pm, CDT",,"740 East 56th Place Chicago, IL 60637 United States",312-542-2477,info@chicagotap.org,https://storage.googleapis.com/boroom.appspot.com/events/4d305743c90d8e26cb8fd75260295f08.png
Citizen Soldier Education Foundation Museum Tour and Workshop,"07/10/2024 - 2, EDT","07/10/2024 - 5pm, EDT","566 Lee Highway Verona, VA 24482 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/b464e80f3bf5aeb463977937e3a2ff86.png
Girlfriends Introduction to Golf Clinic and Mixer - Las Vegas,"07/14/2024 - 2, PDT","07/14/2024 - 4pm, PDT","2315 Summa Drive Las Vegas, NV 89135 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/e8054f36bd527c7bb05e927bb1f77cc9.png
San Antonio Black History Walking Tour @ The Carver,"07/13/2024 - 9, CDT","07/13/2024 - 10am, CDT","226 North Hackberry San Antonio, TX 78202 United States",,,
Almost Christmas,"07/15/2024 - 9:30, EDT","07/15/2024 - 11:45am, EDT","2 Centerview Drive Greensboro, NC 27407 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7a05db17a692eb595a266497f07ec72a.png
The 20th Annual National Black Pre-Law Conference and Law Fair 2024,"11/14/2024 - 8am, EST","11/16/2024 - 8pm, EST","New York New York, NY United States",,INFO@BLACKPRELAWCONFERENCE.ORG,https://storage.googleapis.com/boroom.appspot.com/events/156f6f645965533b642534936c7b194f.png
Free Public Speaking Class,"07/15/2024 - 5:30, EDT","07/15/2024 - 6:30pm, EDT","2230 Tacketts Mill Drive #B Lake Ridge, VA 22192 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a8d9d9ab77aa7a5b329c7069447212ee.png
Authentic Conversations on Privilege and Race,"07/09/2024 - 9am, EDT","07/09/2024 - 4pm, EDT","151 West Lyman Avenue Winter Park, FL 32789 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/5a5aecbb1aad976b6eef35880479bb46.png
Lynne Jordan presents Nina Simone,"08/16/2024 - 8pm, CDT",,"21 South Broadway Aurora, IL 60505 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/63ccbdc100d3a69f3b0c36e15d3dda17.png
The Art Party!,"11/16/2024 - 12, EST","11/16/2024 - 10pm, EST","1329 Blanding Street Columbia, SC 29201 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/2c191bf2b0844f8e292fdbe819e73b9a.png
Brilliance over Brunch,"07/19/2024 - 11am, EDT","07/19/2024 - 1:30pm, EDT","201 South McDowell Street Charlotte, NC 28204 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/19dc1073413aa25927613bb01499fcfd.png
Thrive + Elevate Application Assistance (IN-PERSON) for all applicants,"07/20/2024 - 12, CDT","07/20/2024 - 3pm, CDT","912 East 11th Street Austin, TX 78702 United States",512-457-5161,,https://storage.googleapis.com/boroom.appspot.com/events/9014a892ab99f31fc886e991fbc0d59f.png
HARLEM GOSPEL TOUR TICKETS 2024 | NYC,"07/07/2024 - 10am, EDT","07/07/2024 - 4pm, EDT","253 West 125th Street New York, NY 10027 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/cfd072e9e5baf28a42b6e909a97d09ff.png
55th Annual Ted Rhodes Charity Golf Classic- Preserving the Legacy....,"09/07/2024 - 8am, CDT","09/08/2024 - 3pm, CDT","1901 Ed Temple Boulevard Nashville, TN 37208 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/acc45aa12694904d280100d03b91fbb5.png
Spotlight: Charlie Parker KC Jazz Alive 18th and Vine Walking Tour,"08/24/2024 - 10am, CDT","08/24/2024 - 12pm, CDT","1616 East 18th Street Kansas City, MO 64108 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3c49c40b48bec2d5376fd46b51bda7b6.png
"The School Turnaround Summer Strategic 2-Day Planning Retreat CHARLOTTE, NC","07/08/2024 - 8am, EDT","07/09/2024 - 3:30pm, EDT","9319 Robert D. Snyder Room 242 Charlotte, NC 28262 United States",242 9319,,
Gullah Geechee Reading Corner - Edgartown,"07/09/2024 - 10am, EDT",,"58 North Water Street Edgartown, MA 02539 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/ebef2a70ae2d19b78d98c85b29a4aa45.png
1887 Night Market,"07/06/2024 - 5, EDT","07/06/2024 - 9pm, EDT","307 East Kennedy Boulevard Eatonville, FL 32751 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/15ce75a6d5d3b106230ed9d162e8d04e.png
The Moton School Story & Workshop,"07/15/2024 - 1, EDT","07/15/2024 - 4pm, EDT","900 Griffin Boulevard Farmville, VA 23901 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3b5400e18d491159b897d09a7c9e8766.png
42,"07/16/2024 - 1, EDT","07/16/2024 - 3pm, EDT","8 Exchange Street Auburn, NY 13021 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/e55e586ea323bea230ec03c65036f332.png
"Taking Care of You: Self-Care, Soul Care","08/24/2024 - 11am, EDT","08/24/2024 - 2pm, EDT","1533 Lewis Street Indianapolis, IN 46202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7b45c40bd8f508741c5161af251d6cfe.png
"2024 Arts, Wine, Jazz & Soul Festival Fundraiser","08/10/2024 - 12, EDT","08/10/2024 - 6pm, EDT","700 Concord Street Havre de Grace, MD 21078 United States",443-939-0366,,https://storage.googleapis.com/boroom.appspot.com/events/c0c4b4a85a0f978091b5df2b6f2320b6.png
"The Columbia (MD) Chapter  of The Links, Inc. 15th Annual Jazz Brunch","11/10/2024 - 12, EST","11/10/2024 - 3pm, EST","7002 Arundel Mills Circle ##7777 Hanover, MD 21076 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f5ac54338bcc8ea335c476197a64f711.png
Museums on Us,"07/06/2024 - 10am, EDT","07/06/2024 - 6pm, EDT","5020 John R Street Detroit, MI 48202 United States",,,
The Pink Queen B Sneaker Gala,"10/26/2024 - 5:30, EDT","10/26/2024 - 10pm, EDT","100 Festival Park Avenue Jacksonville, FL 32202 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/af8ad4ae787e0add09a8b0a35869f5e9.png
2nd Friday Open Mic | Brookland | Guest Host Orville Walker,"07/12/2024 - 9, EDT","07/12/2024 - 11pm, EDT","625 Monroe Street Northeast Washington, DC 20017 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/82b42d987e7b8c22c9997cb2bd53e7f8.png
2024 Northern CA WMU Regional Missions Discipleship Training Event,"07/27/2024 - 8am, PDT","07/27/2024 - 3pm, PDT","658 Gibraltar Court Milpitas, CA 95035 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/1c8165bba4dfc6569b078353b239f532.png
Raising Black Voices: Mental Health  & Suicide Prevention Townhall,"08/09/2024 - 11:30am, EDT","08/09/2024 - 1:30pm, EDT","200 Viridian Drive Muskegon, MI 49440 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/7dd3eaed62ccb54e64077d39e0fa5a98.png
Pop In for a  Color & Sip X'perience,"07/27/2024 - 12, CDT","07/27/2024 - 1:30pm, CDT","3521 South King Drive Chicago, IL 60653 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c759a629fe1b7dd8abde8d2dbf31e761.png
Black Girl in Suburbia,"08/17/2024 - 6, PDT","08/17/2024 - 9pm, PDT","126 Northeast Alberta Street Portland, OR 97211 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/21ea5da3b732ad02821a2cee4a9363ab.png
FLC Links M.E.T. GALA,"09/28/2024 - 7pm, EDT",,"321 North Fort Lauderdale Beach Boulevard Fort Lauderdale, FL 33304 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/bb879a484e91d4594c03479ad55f638a.png
EMBASSY EVENT: African Celebration at the Residence of the Ambassador from,"07/13/2024 - 8pm, EDT","07/14/2024 - 11pm, EDT","10301 Iron Gate Road Potomac, MD 20854 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/bf15070065cca5837d4a6fce8f887abd.png
Women In Blues feat. Carly Harvey and Mary Shaver & Bad Influence Band,"08/16/2024 - 8pm, EDT",,"10221 Wincopin Circle Columbia, MD 21044 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/c4739b42a3914af0fd4130ad652dbb45.png
LATE: a Love Story Experience at Immanuel Presbyterian,"09/21/2024 - 2, CDT","09/21/2024 - 5pm, CDT","8790 Vaughn Road Montgomery, AL 36117 United States",720-609-9069,,https://storage.googleapis.com/boroom.appspot.com/events/4c37e623f35c4ce987b6399854a1951e.png
Reggae Thursdays @ Pure Lounge | 2 for 1 Drink Special,"07/11/2024 - 6pm, EDT","07/12/2024 - 1am, EDT","1326 U Street Northwest Washington, DC 20009 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/f68d6bc8380399b27e98b37d41d9a89e.png
Minneapolis NAACP 2024 Freedom Fund Dinner,"09/21/2024 - 5, CDT","09/21/2024 - 10pm, CDT","6155 Earle Brown Drive Brooklyn Center, MN 55430 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/83a881d015cc08d5897a9bd9f70966c9.png
Soulful Sundays 2024,"07/14/2024 - 6, EDT","07/14/2024 - 9pm, EDT","353 Dr. Martin Luther King, Jr. Boulevard Pompano Beach, FL 33060 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/834401796bb9206965913dd4f9d84bae.png
VBAC Doula Training,"09/28/2024 - 10am, CDT","09/28/2024 - 5pm, CDT","619 W Walnut Street Milwaukee, WI 53212 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/39438c9cd4878660cf7fa114d414a290.png
Sunshine Slopers Ski Club 35th Anniversary Celebration,"10/05/2024 - 7, EDT","10/05/2024 - 11:30pm, EDT","10500 Taft Street Pembroke Pines, FL 33026 United States",,SunshineSlopers35@gmail.com,https://storage.googleapis.com/boroom.appspot.com/events/c89f5bf351a51f64d87b890a3328d579.png
The Hoodoo Club,"07/13/2024 - 3:30, EDT","07/13/2024 - 4:30pm, EDT","6530 Lexington Avenue Cleveland, OH 44103 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3f9397ca8283a485b49a5d43a601ac56.png
Chef Experience Dinner with Sera Cuni and Tie Whittaker,"08/22/2024 - 5:30, EDT","08/22/2024 - 8pm, EDT","131 Sweeten Creek Road Asheville, NC 28803 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/081f9528e8161f314aaf45f1d8f9e108.png
Fit Boys Club,"07/07/2024 - 9, EDT","07/07/2024 - 10am, EDT","Jefferson Avenue Newport News, VA 23606 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/3439e710d505971059c31111af619d72.png
Rep. Omar's 2024 Open House!,"07/15/2024 - 4:30, CDT","07/15/2024 - 6:30pm, CDT","310 East 38th Street Suite 222 Minneapolis, MN 55409 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/a70617c9b3adfd3e99f51b295645df33.png
"Renaming Ceremony at American Legion Post 398 Sat. August 24th, 2024 @ 1 pm","08/24/2024 - 1, EDT","08/24/2024 - 3pm, EDT","248 West 132nd Street New York, NY 10027 United States",,,https://storage.googleapis.com/boroom.appspot.com/events/52a0775d39754f699677efa03d5bb18f.png
